candidate_id,simulation_id,orientation_deg,glazing_area_m2,wall_insulation_m,roof_insulation_m,night_shutter,roof_emissivity,wall_material,capital_cost_inr,minimum_indoor_temperature_C,average_indoor_temperature_C,comfort_hours,total_heat_loss_kWh,discomfort_hours,safety_status,is_pareto_optimal
CAND_00001,SIM_OPT_00001,210.0,8.0,0.075,0.2,1,0.3,stone_masonry,344990.0,-9.04,-2.38,0.0,47.83,24.0,SAFE,False
CAND_00002,SIM_OPT_00002,210.0,0.0,0.0,0.0,0,0.66,mud_brick,127182.0,-21.5,-15.5,0.0,289.49,24.0,SAFE,False
CAND_00003,SIM_OPT_00003,195.0,0.0,0.0,0.0,0,0.23,rammed_earth,125382.0,-21.5,-15.5,0.0,284.05,24.0,SAFE,False
CAND_00004,SIM_OPT_00004,150.0,6.0,0.05,0.075,1,0.52,stone_masonry,208968.0,-13.52,-7.59,0.0,72.98,24.0,SAFE,False
CAND_00005,SIM_OPT_00005,210.0,3.0,0.05,0.05,1,0.47,pu_sandwich_panel,214202.0,-14.48,-10.36,0.0,49.09,24.0,SAFE,False
CAND_00006,SIM_OPT_00006,150.0,2.0,0.025,0.0,1,0.39,rammed_earth,111905.0,-17.22,-13.23,0.0,137.77,24.0,SAFE,False
CAND_00007,SIM_OPT_00007,210.0,3.0,0.05,0.075,0,0.55,pu_sandwich_panel,197537.0,-18.18,-12.3,0.0,62.36,24.0,SAFE,False
CAND_00008,SIM_OPT_00008,210.0,3.0,0.025,0.025,1,0.25,mud_brick,150280.0,-16.24,-11.65,0.0,83.12,24.0,SAFE,False
CAND_00009,SIM_OPT_00009,180.0,3.0,0.0,0.0,0,0.38,stone_masonry,107630.0,-21.32,-14.52,0.0,271.55,24.0,SAFE,False
CAND_00010,SIM_OPT_00010,128.8,3.0,0.05,0.1,0,0.2,dense_concrete,215096.0,-19.36,-13.48,0.0,83.34,24.0,SAFE,False
CAND_00011,SIM_OPT_00011,165.0,6.0,0.075,0.05,1,0.24,pu_sandwich_panel,206171.0,-8.94,-3.48,0.0,39.49,24.0,SAFE,False
CAND_00012,SIM_OPT_00012,241.2,3.0,0.05,0.1,1,0.54,pu_sandwich_panel,181001.0,-15.92,-11.79,0.0,56.84,24.0,SAFE,False
CAND_00013,SIM_OPT_00013,165.0,3.0,0.025,0.1,1,0.24,dense_concrete,217989.0,-15.68,-11.09,0.0,69.03,24.0,SAFE,False
CAND_00014,SIM_OPT_00014,195.0,2.0,0.0,0.0,1,0.55,mud_brick,115524.0,-18.0,-13.55,0.0,281.82,24.0,SAFE,False
CAND_00015,SIM_OPT_00015,150.0,0.0,0.0,0.0,0,0.22,stone_masonry,114523.0,-21.5,-15.5,0.0,244.34,24.0,SAFE,False
CAND_00016,SIM_OPT_00016,180.0,2.0,0.0,0.025,0,0.2,mud_brick,137403.0,-21.41,-15.21,0.0,208.47,24.0,SAFE,False
CAND_00017,SIM_OPT_00017,187.5,0.0,0.025,0.0,0,0.31,rammed_earth,129554.0,-20.88,-15.19,0.0,137.06,24.0,SAFE,False
CAND_00018,SIM_OPT_00018,165.0,3.0,0.025,0.075,1,0.74,stone_masonry,193515.0,-15.87,-11.29,0.0,75.69,24.0,SAFE,False
CAND_00019,SIM_OPT_00019,195.0,4.5,0.05,0.1,0,0.83,dense_concrete,229974.0,-16.79,-10.02,0.0,67.58,24.0,SAFE,False
CAND_00020,SIM_OPT_00020,165.0,4.5,0.05,0.1,0,0.73,stone_masonry,198250.0,-15.58,-8.8,0.0,51.76,24.0,SAFE,False
CAND_00021,SIM_OPT_00021,165.0,3.0,0.0,0.025,0,0.89,stone_masonry,127203.0,-21.25,-14.45,0.0,239.5,24.0,SAFE,False
CAND_00022,SIM_OPT_00022,210.0,0.0,0.0,0.0,0,0.39,rammed_earth,104931.0,-21.5,-15.5,0.0,252.71,24.0,SAFE,False
CAND_00023,SIM_OPT_00023,195.0,4.5,0.05,0.05,0,0.59,stone_masonry,236361.0,-16.66,-9.88,0.0,65.46,24.0,SAFE,False
CAND_00024,SIM_OPT_00024,165.0,0.0,0.025,0.025,0,0.67,mud_brick,108056.0,-20.88,-15.19,0.0,113.99,24.0,SAFE,False
CAND_00025,SIM_OPT_00025,195.0,8.0,0.15,0.2,1,0.45,stone_masonry,376952.0,-5.51,-0.23,0.0,43.77,24.0,SAFE,False
CAND_00026,SIM_OPT_00026,38.7,8.0,0.1,0.15,1,0.87,pu_sandwich_panel,370692.0,-15.2,-9.0,0.0,78.39,24.0,SAFE,False
CAND_00027,SIM_OPT_00027,195.0,12.0,0.1,0.1,1,0.51,stone_masonry,345533.0,-7.68,0.92,0.0,72.95,24.0,SAFE,False
CAND_00028,SIM_OPT_00028,180.0,3.0,0.025,0.075,0,0.28,stone_masonry,232515.0,-19.28,-12.94,0.0,88.04,24.0,SAFE,False
CAND_00029,SIM_OPT_00029,195.0,4.5,0.05,0.05,1,0.55,stone_masonry,205612.0,-14.61,-9.58,0.0,86.31,24.0,SAFE,False
CAND_00030,SIM_OPT_00030,342.5,3.0,0.0,0.025,1,0.42,mud_brick,140860.0,-18.0,-12.95,0.0,208.8,24.0,SAFE,False
CAND_00031,SIM_OPT_00031,158.9,4.5,0.025,0.05,1,0.45,stone_masonry,234008.0,-15.77,-10.28,0.0,104.29,24.0,SAFE,False
CAND_00032,SIM_OPT_00032,150.0,3.0,0.05,0.05,1,0.81,dense_concrete,219010.0,-15.22,-11.1,0.0,66.99,24.0,SAFE,False
CAND_00033,SIM_OPT_00033,210.0,3.0,0.025,0.1,1,0.52,pu_sandwich_panel,212536.0,-15.97,-11.38,0.0,71.24,24.0,SAFE,False
CAND_00034,SIM_OPT_00034,165.0,2.0,0.0,0.025,1,0.3,mud_brick,130944.0,-18.0,-13.55,0.0,203.68,24.0,SAFE,False
CAND_00035,SIM_OPT_00035,195.0,4.5,0.05,0.075,1,0.47,dense_concrete,245070.0,-13.88,-8.86,0.0,67.63,24.0,SAFE,False
CAND_00036,SIM_OPT_00036,210.0,8.0,0.15,0.15,1,0.59,pu_sandwich_panel,362640.0,-8.07,-2.79,0.0,54.29,24.0,SAFE,False
CAND_00037,SIM_OPT_00037,165.0,3.0,0.025,0.1,1,0.89,stone_masonry,192841.0,-16.29,-11.7,0.0,95.57,24.0,SAFE,False
CAND_00038,SIM_OPT_00038,85.7,6.0,0.075,0.05,0,0.68,dense_concrete,222734.0,-19.52,-12.3,0.0,90.93,24.0,SAFE,False
CAND_00039,SIM_OPT_00039,180.0,4.5,0.025,0.075,0,0.23,stone_masonry,243679.0,-18.78,-11.54,0.0,106.77,24.0,SAFE,False
CAND_00040,SIM_OPT_00040,274.7,6.0,0.075,0.1,1,0.22,pu_sandwich_panel,231014.0,-15.23,-9.77,0.0,33.74,24.0,SAFE,False
CAND_00041,SIM_OPT_00041,195.0,6.0,0.075,0.05,1,0.58,stone_masonry,250630.0,-12.64,-7.18,0.0,76.15,24.0,SAFE,False
CAND_00042,SIM_OPT_00042,150.0,12.0,0.1,0.1,1,0.56,stone_masonry,396292.0,-5.98,2.62,0.0,54.32,24.0,SAFE,False
CAND_00043,SIM_OPT_00043,150.0,6.0,0.1,0.1,1,0.63,pu_sandwich_panel,321340.0,-11.02,-6.02,0.0,54.68,24.0,SAFE,False
CAND_00044,SIM_OPT_00044,302.6,0.0,0.025,0.025,0,0.43,mud_brick,122843.0,-20.88,-15.19,0.0,105.22,24.0,SAFE,False
CAND_00045,SIM_OPT_00045,112.5,6.0,0.075,0.075,1,0.4,pu_sandwich_panel,202898.0,-14.77,-9.31,0.0,64.91,24.0,SAFE,False
CAND_00046,SIM_OPT_00046,195.0,0.0,0.025,0.025,0,0.36,mud_brick,122590.0,-20.88,-15.19,0.0,91.85,24.0,SAFE,False
CAND_00047,SIM_OPT_00047,195.0,6.0,0.025,0.075,0,0.89,pu_sandwich_panel,237953.0,-17.97,-9.83,0.0,104.89,24.0,SAFE,False
CAND_00048,SIM_OPT_00048,210.0,6.0,0.05,0.075,0,0.87,dense_concrete,228757.0,-15.79,-8.12,0.0,64.53,24.0,SAFE,False
CAND_00049,SIM_OPT_00049,180.0,2.0,0.0,0.025,0,0.62,stone_masonry,138008.0,-21.4,-15.2,0.0,206.97,24.0,SAFE,False
CAND_00050,SIM_OPT_00050,165.0,3.0,0.025,0.025,0,0.77,rammed_earth,144682.0,-19.78,-13.44,0.0,111.64,24.0,SAFE,False
CAND_00051,SIM_OPT_00051,195.0,3.0,0.025,0.05,0,0.34,stone_masonry,170199.0,-19.3,-12.96,0.0,86.15,24.0,SAFE,False
CAND_00052,SIM_OPT_00052,296.7,12.0,0.15,0.15,1,0.53,stone_masonry,359028.0,-13.03,-5.35,0.0,54.91,24.0,SAFE,False
CAND_00053,SIM_OPT_00053,165.0,3.0,0.025,0.025,0,0.22,mud_brick,150931.0,-19.64,-13.3,0.0,102.71,24.0,SAFE,False
CAND_00054,SIM_OPT_00054,180.0,3.0,0.025,0.025,1,0.73,rammed_earth,125960.0,-16.11,-11.52,0.0,88.83,24.0,SAFE,False
CAND_00055,SIM_OPT_00055,268.8,3.0,0.025,0.0,1,0.87,mud_brick,130965.0,-17.38,-12.79,0.0,135.86,24.0,SAFE,False
CAND_00056,SIM_OPT_00056,150.0,6.0,0.025,0.1,0,0.22,pu_sandwich_panel,215088.0,-18.4,-10.26,0.0,107.71,24.0,SAFE,False
CAND_00057,SIM_OPT_00057,294.2,8.0,0.1,0.1,1,0.58,stone_masonry,355102.0,-14.93,-8.73,0.0,58.97,24.0,SAFE,False
CAND_00058,SIM_OPT_00058,180.0,6.0,0.075,0.05,1,0.66,pu_sandwich_panel,208314.0,-12.63,-7.17,0.0,78.6,24.0,SAFE,False
CAND_00059,SIM_OPT_00059,150.0,10.0,0.1,0.15,1,0.5,pu_sandwich_panel,314304.0,-7.09,0.31,0.0,50.91,24.0,SAFE,False
CAND_00060,SIM_OPT_00060,210.0,4.5,0.025,0.075,0,0.59,dense_concrete,218284.0,-18.16,-10.92,0.0,74.56,24.0,SAFE,False
CAND_00061,SIM_OPT_00061,150.0,3.0,0.025,0.025,0,0.36,mud_brick,142794.0,-19.91,-13.57,0.0,109.41,24.0,SAFE,False
CAND_00062,SIM_OPT_00062,150.0,3.0,0.0,0.025,1,0.47,rammed_earth,125392.0,-17.9,-12.85,0.0,226.67,24.0,SAFE,False
CAND_00063,SIM_OPT_00063,188.8,2.0,0.0,0.0,1,0.5,stone_masonry,107301.0,-18.0,-13.55,0.0,271.92,24.0,SAFE,False
CAND_00064,SIM_OPT_00064,178.5,3.0,0.075,0.05,0,0.77,dense_concrete,188595.0,-16.59,-11.18,0.0,52.31,24.0,SAFE,False
CAND_00065,SIM_OPT_00065,195.0,3.0,0.0,0.025,1,0.67,stone_masonry,115962.0,-17.79,-12.74,0.0,213.97,24.0,SAFE,False
CAND_00066,SIM_OPT_00066,150.0,8.0,0.075,0.15,1,0.82,stone_masonry,299838.0,-9.45,-2.79,0.0,50.56,24.0,SAFE,False
CAND_00067,SIM_OPT_00067,180.0,0.0,0.0,0.0,0,0.87,stone_masonry,105080.0,-21.5,-15.5,0.0,251.22,24.0,SAFE,False
CAND_00068,SIM_OPT_00068,180.0,3.0,0.075,0.075,0,0.25,dense_concrete,240876.0,-17.76,-12.35,0.0,78.18,24.0,SAFE,False
CAND_00069,SIM_OPT_00069,210.0,3.0,0.05,0.05,0,0.55,stone_masonry,181237.0,-17.82,-11.95,0.0,54.56,24.0,SAFE,False
CAND_00070,SIM_OPT_00070,180.0,6.0,0.075,0.075,0,0.86,stone_masonry,192229.0,-15.97,-8.76,0.0,88.99,24.0,SAFE,False
CAND_00071,SIM_OPT_00071,210.0,3.0,0.025,0.1,0,0.62,pu_sandwich_panel,225777.0,-19.29,-12.95,0.0,76.71,24.0,SAFE,False
CAND_00072,SIM_OPT_00072,195.0,3.0,0.0,0.0,1,0.59,stone_masonry,142242.0,-17.98,-12.93,0.0,291.3,24.0,SAFE,False
CAND_00073,SIM_OPT_00073,150.0,0.0,0.025,0.025,0,0.49,rammed_earth,114392.0,-20.88,-15.19,0.0,90.84,24.0,SAFE,False
CAND_00074,SIM_OPT_00074,180.0,12.0,0.15,0.1,1,0.51,stone_masonry,387520.0,4.7,12.38,3.21,32.3,20.79,SAFE,True
CAND_00075,SIM_OPT_00075,350.2,0.0,0.0,0.0,0,0.32,stone_masonry,127863.0,-21.5,-15.5,0.0,280.46,24.0,SAFE,False
CAND_00076,SIM_OPT_00076,150.0,10.0,0.075,0.15,1,0.8,stone_masonry,314806.0,-7.26,0.6,0.0,48.43,24.0,SAFE,False
CAND_00077,SIM_OPT_00077,180.0,2.0,0.0,0.025,1,0.72,stone_masonry,130753.0,-18.0,-13.55,0.0,229.3,24.0,SAFE,False
CAND_00078,SIM_OPT_00078,195.0,6.0,0.025,0.1,1,0.57,dense_concrete,216815.0,-13.45,-7.06,0.0,68.57,24.0,SAFE,False
CAND_00079,SIM_OPT_00079,211.5,4.5,0.025,0.1,1,0.64,dense_concrete,204685.0,-15.61,-10.12,0.0,88.55,24.0,SAFE,False
CAND_00080,SIM_OPT_00080,195.0,3.0,0.025,0.1,0,0.75,pu_sandwich_panel,216736.0,-19.45,-13.11,0.0,92.66,24.0,SAFE,False
CAND_00081,SIM_OPT_00081,195.0,8.0,0.075,0.2,1,0.64,pu_sandwich_panel,365247.0,-7.64,-0.98,0.0,45.04,24.0,SAFE,False
CAND_00082,SIM_OPT_00082,180.0,3.0,0.075,0.05,0,0.41,stone_masonry,232323.0,-16.07,-10.66,0.0,45.59,24.0,SAFE,False
CAND_00083,SIM_OPT_00083,203.2,6.0,0.075,0.15,1,0.69,pu_sandwich_panel,307231.0,-11.87,-6.41,0.0,60.77,24.0,SAFE,False
CAND_00084,SIM_OPT_00084,165.0,10.0,0.1,0.2,1,0.35,stone_masonry,323921.0,-4.12,3.28,0.0,42.57,24.0,SAFE,False
CAND_00085,SIM_OPT_00085,210.0,3.0,0.025,0.0,1,0.44,stone_masonry,150615.0,-16.97,-12.38,0.0,149.95,24.0,SAFE,False
CAND_00086,SIM_OPT_00086,195.0,10.0,0.1,0.1,1,0.29,stone_masonry,381703.0,-2.19,5.21,0.0,36.63,24.0,SAFE,False
CAND_00087,SIM_OPT_00087,210.0,6.0,0.075,0.1,0,0.51,stone_masonry,242719.0,-16.38,-9.16,0.0,85.42,24.0,SAFE,False
CAND_00088,SIM_OPT_00088,195.0,3.0,0.05,0.05,0,0.37,dense_concrete,176258.0,-18.53,-12.66,0.0,80.49,24.0,SAFE,False
CAND_00089,SIM_OPT_00089,165.0,6.0,0.1,0.2,1,0.84,pu_sandwich_panel,315012.0,-11.56,-6.56,0.0,68.34,24.0,SAFE,False
CAND_00090,SIM_OPT_00090,210.0,6.0,0.075,0.05,0,0.24,dense_concrete,207113.0,-15.51,-8.3,0.0,69.43,24.0,SAFE,False
CAND_00091,SIM_OPT_00091,165.0,3.0,0.05,0.05,1,0.53,stone_masonry,208796.0,-15.0,-10.88,0.0,67.47,24.0,SAFE,False
CAND_00092,SIM_OPT_00092,180.0,6.0,0.075,0.05,0,0.83,stone_masonry,194019.0,-15.48,-8.27,0.0,79.51,24.0,SAFE,False
CAND_00093,SIM_OPT_00093,180.0,3.0,0.025,0.05,0,0.65,stone_masonry,191434.0,-19.14,-12.8,0.0,82.59,24.0,SAFE,False
CAND_00094,SIM_OPT_00094,195.0,2.0,0.0,0.025,0,0.86,rammed_earth,116310.0,-21.49,-15.29,0.0,233.08,24.0,SAFE,False
CAND_00095,SIM_OPT_00095,165.0,6.0,0.025,0.1,0,0.83,dense_concrete,213567.0,-18.21,-10.07,0.0,112.66,24.0,SAFE,False
CAND_00096,SIM_OPT_00096,180.0,3.0,0.025,0.05,1,0.77,dense_concrete,220664.0,-16.25,-11.66,0.0,96.8,24.0,SAFE,False
CAND_00097,SIM_OPT_00097,180.0,0.0,0.0,0.025,0,0.53,rammed_earth,105473.0,-21.5,-15.5,0.0,192.35,24.0,SAFE,False
CAND_00098,SIM_OPT_00098,210.0,6.0,0.05,0.05,0,0.3,stone_masonry,197864.0,-16.98,-9.3,0.0,84.93,24.0,SAFE,False
CAND_00099,SIM_OPT_00099,165.0,4.5,0.075,0.1,0,0.59,pu_sandwich_panel,228644.0,-16.68,-10.37,0.0,77.62,24.0,SAFE,False
CAND_00100,SIM_OPT_00100,210.0,3.0,0.05,0.1,1,0.77,stone_masonry,184128.0,-15.14,-11.02,0.0,64.58,24.0,SAFE,False
CAND_00101,SIM_OPT_00101,304.6,3.0,0.025,0.0,1,0.41,rammed_earth,139023.0,-17.38,-12.79,0.0,140.82,24.0,SAFE,False
CAND_00102,SIM_OPT_00102,180.0,10.0,0.15,0.2,1,0.87,pu_sandwich_panel,370077.0,-1.95,4.53,0.0,40.91,24.0,SAFE,False
CAND_00103,SIM_OPT_00103,165.0,3.0,0.025,0.0,0,0.73,rammed_earth,132820.0,-20.21,-13.88,0.0,153.77,24.0,SAFE,False
CAND_00104,SIM_OPT_00104,150.0,6.0,0.1,0.15,1,0.71,pu_sandwich_panel,318931.0,-9.39,-4.39,0.0,41.19,24.0,SAFE,False
CAND_00105,SIM_OPT_00105,180.0,12.0,0.1,0.15,1,0.58,stone_masonry,409521.0,-5.55,3.05,0.0,60.1,24.0,SAFE,False
CAND_00106,SIM_OPT_00106,180.0,3.0,0.025,0.1,1,0.26,pu_sandwich_panel,197881.0,-15.69,-11.11,0.0,71.98,24.0,SAFE,False
CAND_00107,SIM_OPT_00107,150.0,0.0,0.0,0.025,0,0.31,rammed_earth,120381.0,-21.5,-15.5,0.0,225.47,24.0,SAFE,False
CAND_00108,SIM_OPT_00108,195.0,4.5,0.075,0.05,0,0.64,stone_masonry,189148.0,-16.6,-10.29,0.0,75.92,24.0,SAFE,False
CAND_00109,SIM_OPT_00109,150.0,12.0,0.1,0.2,1,0.52,stone_masonry,338913.0,-7.43,1.17,0.0,63.46,24.0,SAFE,False
CAND_00110,SIM_OPT_00110,210.0,4.5,0.05,0.1,0,0.48,dense_concrete,227347.0,-17.77,-10.99,0.0,80.52,24.0,SAFE,False
CAND_00111,SIM_OPT_00111,195.0,6.0,0.075,0.05,1,0.67,dense_concrete,218318.0,-13.04,-7.57,0.0,84.64,24.0,SAFE,False
CAND_00112,SIM_OPT_00112,150.0,3.0,0.05,0.075,0,0.38,stone_masonry,224231.0,-18.92,-13.05,0.0,87.4,24.0,SAFE,False
CAND_00113,SIM_OPT_00113,180.0,3.0,0.075,0.1,0,0.49,stone_masonry,224914.0,-16.92,-11.51,0.0,57.71,24.0,SAFE,False
CAND_00114,SIM_OPT_00114,195.0,6.0,0.075,0.1,0,0.78,dense_concrete,209551.0,-14.11,-6.9,0.0,59.37,24.0,SAFE,False
CAND_00115,SIM_OPT_00115,150.0,6.0,0.075,0.1,0,0.37,dense_concrete,217580.0,-15.76,-8.55,0.0,73.33,24.0,SAFE,False
CAND_00116,SIM_OPT_00116,160.1,2.0,0.0,0.025,0,0.65,stone_masonry,106582.0,-21.44,-15.24,0.0,208.01,24.0,SAFE,False
CAND_00117,SIM_OPT_00117,210.0,2.0,0.025,0.025,0,0.88,stone_masonry,118359.0,-20.28,-14.55,0.0,97.66,24.0,SAFE,False
CAND_00118,SIM_OPT_00118,150.0,3.0,0.025,0.1,1,0.85,stone_masonry,183038.0,-16.37,-11.79,0.0,90.55,24.0,SAFE,False
CAND_00119,SIM_OPT_00119,57.8,3.0,0.05,0.075,1,0.25,dense_concrete,183241.0,-16.75,-12.62,0.0,47.49,24.0,SAFE,False
CAND_00120,SIM_OPT_00120,180.0,4.5,0.075,0.1,1,0.56,dense_concrete,217335.0,-13.61,-9.04,0.0,78.04,24.0,SAFE,False
CAND_00121,SIM_OPT_00121,180.0,10.0,0.1,0.2,1,0.52,stone_masonry,347403.0,-8.4,-1.0,0.0,68.93,24.0,SAFE,False
CAND_00122,SIM_OPT_00122,150.0,3.0,0.0,0.025,0,0.29,rammed_earth,133161.0,-21.28,-14.48,0.0,221.96,24.0,SAFE,False
CAND_00123,SIM_OPT_00123,150.0,3.0,0.05,0.075,1,0.64,dense_concrete,237437.0,-14.7,-10.57,0.0,53.31,24.0,SAFE,False
CAND_00124,SIM_OPT_00124,195.0,0.0,0.025,0.0,0,0.61,mud_brick,131373.0,-20.88,-15.19,0.0,140.31,24.0,SAFE,False
CAND_00125,SIM_OPT_00125,180.0,6.0,0.05,0.05,0,0.82,stone_masonry,191732.0,-16.3,-8.62,0.0,83.06,24.0,SAFE,False
CAND_00126,SIM_OPT_00126,180.0,10.0,0.1,0.1,1,0.74,stone_masonry,358217.0,-5.67,1.73,0.0,50.69,24.0,SAFE,False
CAND_00127,SIM_OPT_00127,150.0,3.0,0.05,0.05,0,0.57,pu_sandwich_panel,219336.0,-17.85,-11.98,0.0,55.2,24.0,SAFE,False
CAND_00128,SIM_OPT_00128,40.9,3.0,0.025,0.05,1,0.48,dense_concrete,209922.0,-17.38,-12.79,0.0,66.58,24.0,SAFE,False
CAND_00129,SIM_OPT_00129,252.2,2.0,0.0,0.0,1,0.82,stone_masonry,122571.0,-18.0,-13.55,0.0,257.31,24.0,SAFE,False
CAND_00130,SIM_OPT_00130,180.0,8.0,0.15,0.1,1,0.24,stone_masonry,361902.0,-7.09,-1.81,0.0,54.65,24.0,SAFE,False
CAND_00131,SIM_OPT_00131,241.8,0.0,0.0,0.0,0,0.86,rammed_earth,123011.0,-21.5,-15.5,0.0,257.13,24.0,SAFE,False
CAND_00132,SIM_OPT_00132,180.0,6.0,0.075,0.15,1,0.4,pu_sandwich_panel,321277.0,-7.82,-2.36,0.0,35.68,24.0,SAFE,False
CAND_00133,SIM_OPT_00133,195.0,10.0,0.075,0.1,1,0.7,stone_masonry,371315.0,-10.0,-2.13,0.0,76.31,24.0,SAFE,False
CAND_00134,SIM_OPT_00134,210.0,8.0,0.15,0.1,1,0.65,pu_sandwich_panel,369381.0,-4.04,1.23,0.0,33.87,24.0,SAFE,False
CAND_00135,SIM_OPT_00135,210.0,6.0,0.025,0.075,1,0.42,pu_sandwich_panel,196335.0,-14.67,-8.29,0.0,84.93,24.0,SAFE,False
CAND_00136,SIM_OPT_00136,180.0,4.5,0.025,0.075,1,0.26,pu_sandwich_panel,239369.0,-14.6,-9.12,0.0,71.99,24.0,SAFE,False
CAND_00137,SIM_OPT_00137,58.6,2.0,0.0,0.0,1,0.22,stone_masonry,115015.0,-18.0,-13.55,0.0,246.45,24.0,SAFE,False
CAND_00138,SIM_OPT_00138,165.0,10.0,0.075,0.15,1,0.22,stone_masonry,392062.0,-9.92,-2.06,0.0,75.47,24.0,SAFE,False
CAND_00139,SIM_OPT_00139,165.0,0.0,0.0,0.025,0,0.42,mud_brick,98137.0,-21.5,-15.5,0.0,201.33,24.0,SAFE,False
CAND_00140,SIM_OPT_00140,195.0,3.0,0.025,0.025,0,0.33,stone_masonry,140236.0,-19.71,-13.37,0.0,106.96,24.0,SAFE,False
CAND_00141,SIM_OPT_00141,210.0,6.0,0.05,0.075,0,0.63,stone_masonry,208900.0,-16.34,-8.66,0.0,72.6,24.0,SAFE,False
CAND_00142,SIM_OPT_00142,170.3,6.0,0.075,0.075,0,0.5,pu_sandwich_panel,219472.0,-14.97,-7.76,0.0,70.7,24.0,SAFE,False
CAND_00143,SIM_OPT_00143,165.0,3.0,0.025,0.075,0,0.86,dense_concrete,180190.0,-18.93,-12.59,0.0,73.07,24.0,SAFE,False
CAND_00144,SIM_OPT_00144,165.0,2.0,0.025,0.0,0,0.3,mud_brick,122375.0,-20.48,-14.75,0.0,133.43,24.0,SAFE,False
CAND_00145,SIM_OPT_00145,180.0,6.0,0.05,0.05,0,0.66,stone_masonry,214814.0,-16.87,-9.2,0.0,95.25,24.0,SAFE,False
CAND_00146,SIM_OPT_00146,150.0,6.0,0.025,0.075,1,0.42,dense_concrete,185259.0,-14.9,-8.51,0.0,91.35,24.0,SAFE,False
CAND_00147,SIM_OPT_00147,195.0,8.0,0.075,0.15,1,0.6,stone_masonry,377460.0,-9.69,-3.03,0.0,58.37,24.0,SAFE,False
CAND_00148,SIM_OPT_00148,210.0,3.0,0.025,0.0,0,0.57,rammed_earth,112178.0,-20.27,-13.93,0.0,145.27,24.0,SAFE,False
CAND_00149,SIM_OPT_00149,195.0,0.0,0.0,0.025,0,0.64,stone_masonry,115549.0,-21.5,-15.5,0.0,202.51,24.0,SAFE,False
CAND_00150,SIM_OPT_00150,278.8,3.0,0.025,0.0,1,0.6,stone_masonry,145660.0,-17.38,-12.79,0.0,166.67,24.0,SAFE,False
CAND_00151,SIM_OPT_00151,180.0,0.0,0.0,0.0,0,0.58,rammed_earth,95312.0,-21.5,-15.5,0.0,266.99,24.0,SAFE,False
CAND_00152,SIM_OPT_00152,180.0,0.0,0.0,0.025,0,0.86,mud_brick,127187.0,-21.5,-15.5,0.0,229.65,24.0,SAFE,False
CAND_00153,SIM_OPT_00153,150.0,8.0,0.1,0.1,1,0.51,stone_masonry,303129.0,-8.53,-2.33,0.0,48.55,24.0,SAFE,False
CAND_00154,SIM_OPT_00154,165.0,3.0,0.025,0.0,1,0.21,rammed_earth,122554.0,-16.72,-12.13,0.0,131.8,24.0,SAFE,False
CAND_00155,SIM_OPT_00155,195.0,2.0,0.0,0.025,0,0.24,rammed_earth,113189.0,-21.47,-15.27,0.0,224.28,24.0,SAFE,False
CAND_00156,SIM_OPT_00156,150.0,3.0,0.05,0.1,0,0.41,stone_masonry,198642.0,-18.06,-12.18,0.0,59.46,24.0,SAFE,False
CAND_00157,SIM_OPT_00157,150.0,4.5,0.075,0.075,1,0.45,pu_sandwich_panel,220095.0,-12.88,-8.32,0.0,54.44,24.0,SAFE,False
CAND_00158,SIM_OPT_00158,104.4,6.0,0.025,0.1,0,0.85,pu_sandwich_panel,238722.0,-20.57,-12.43,0.0,113.82,24.0,SAFE,False
CAND_00159,SIM_OPT_00159,150.0,3.0,0.025,0.025,1,0.86,rammed_earth,140819.0,-16.38,-11.79,0.0,90.9,24.0,SAFE,False
CAND_00160,SIM_OPT_00160,180.0,0.0,0.025,0.025,0,0.65,stone_masonry,109084.0,-20.88,-15.19,0.0,88.03,24.0,SAFE,False
CAND_00161,SIM_OPT_00161,180.0,3.0,0.075,0.075,1,0.35,stone_masonry,228008.0,-12.56,-8.9,0.0,38.68,24.0,SAFE,False
CAND_00162,SIM_OPT_00162,180.0,3.0,0.025,0.1,0,0.26,dense_concrete,208100.0,-18.33,-11.99,0.0,60.74,24.0,SAFE,False
CAND_00163,SIM_OPT_00163,150.0,3.0,0.025,0.075,0,0.51,pu_sandwich_panel,215507.0,-19.49,-13.15,0.0,84.85,24.0,SAFE,False
CAND_00164,SIM_OPT_00164,165.0,2.0,0.0,0.025,0,0.47,stone_masonry,124762.0,-21.38,-15.18,0.0,191.92,24.0,REFUSED,False
CAND_00165,SIM_OPT_00165,61.8,4.5,0.075,0.075,1,0.48,pu_sandwich_panel,207866.0,-15.99,-11.43,0.0,55.73,24.0,SAFE,False
CAND_00166,SIM_OPT_00166,195.0,3.0,0.0,0.0,1,0.84,rammed_earth,135280.0,-17.9,-12.85,0.0,252.26,24.0,SAFE,False
CAND_00167,SIM_OPT_00167,299.2,4.5,0.05,0.075,1,0.45,dense_concrete,230578.0,-16.73,-11.71,0.0,67.37,24.0,SAFE,False
CAND_00168,SIM_OPT_00168,165.0,3.0,0.025,0.075,1,0.81,pu_sandwich_panel,182180.0,-16.34,-11.75,0.0,99.09,24.0,SAFE,False
CAND_00169,SIM_OPT_00169,210.0,6.0,0.075,0.075,1,0.28,stone_masonry,205145.0,-12.83,-7.37,0.0,71.71,24.0,SAFE,False
