simulation_id,hour,outdoor_temperature_C,indoor_temperature_C,wall_conduction_W,roof_conduction_W,floor_conduction_W,glazing_conduction_W,infiltration_heat_loss_W,sky_longwave_loss_W,glazing_solar_gain_W,envelope_solar_gain_W,internal_gain_W,total_heat_loss_W,net_heat_balance_W,rate_of_stored_energy_change_W,energy_balance_error_W,energy_balance_error_pct
SIM_000001,0,-12.0,-7.51,54.7,221.8,29.7,45.7,556.3,0.0,0.0,0.0,900.0,908.2,-8.2,-8.2,0.0,0.0
SIM_000001,1,-13.81,-8.46,26.3,249.9,0.0,54.4,666.7,0.0,0.0,0.0,900.0,997.4,-97.4,-97.4,0.0,0.0
SIM_000001,2,-15.5,-9.5,4.4,271.3,0.0,61.0,752.7,0.0,0.0,0.0,900.0,1089.4,-189.4,-189.4,0.01,0.001
SIM_000001,3,-16.95,-10.55,0.0,284.2,0.0,65.1,807.1,0.0,0.0,0.0,900.0,1156.4,-256.4,-256.4,0.01,0.001
SIM_000001,4,-18.06,-11.55,0.0,287.8,0.0,66.3,825.5,0.0,0.0,0.0,900.0,1179.6,-279.6,-279.6,0.01,0.001
SIM_000001,5,-18.76,-12.41,0.0,282.0,0.0,64.6,806.5,0.0,0.0,0.0,900.0,1153.0,-253.0,-253.0,0.01,0.001
SIM_000001,6,-19.0,-13.1,0.0,267.1,0.0,60.1,750.8,0.0,0.0,0.0,900.0,1078.0,-178.0,-178.0,0.01,0.001
SIM_000001,7,-18.76,-13.55,0.0,244.1,1.6,53.0,661.9,0.0,0.0,0.0,900.0,960.6,-60.6,-60.6,0.0,0.0
SIM_000001,8,-18.06,-12.55,7.8,0.0,483.6,56.1,698.6,0.0,260.2,18518.6,900.0,1246.2,-86.0,-86.0,0.0,0.0
SIM_000001,9,-16.95,-11.82,46.7,0.0,791.7,52.3,648.0,0.0,561.8,20571.3,900.0,1538.7,-76.8,-76.9,0.0,0.0
SIM_000001,10,-15.5,-11.17,77.4,44.8,997.5,44.0,542.7,0.0,807.3,15920.0,900.0,1706.5,0.8,0.8,0.0,0.0
SIM_000001,11,-13.81,-10.45,104.4,144.6,1157.3,34.2,418.3,19.2,963.9,11068.6,900.0,1878.0,-14.1,-14.1,0.0,0.0
SIM_000001,12,-12.0,-9.49,133.6,115.5,1321.2,25.5,310.6,44.4,1016.2,11643.4,900.0,1950.9,-34.7,-34.7,0.0,0.0
SIM_000001,13,-10.19,-8.61,154.3,86.3,1396.0,16.0,193.9,65.4,959.5,11019.1,900.0,1911.9,-52.4,-52.4,0.0,0.0
SIM_000001,14,-8.5,-7.89,165.6,58.8,1378.3,6.2,74.7,58.8,798.7,9245.3,900.0,1742.3,-43.6,-43.6,0.0,0.0
SIM_000001,15,-7.05,-7.36,167.2,35.4,1273.1,0.0,0.0,35.4,550.7,7924.9,900.0,1511.1,-60.5,-60.4,0.0,0.0
SIM_000001,16,-5.94,-7.04,160.2,19.6,1096.9,0.0,0.0,19.6,247.7,5492.9,900.0,1296.2,-148.5,-148.5,0.01,0.001
SIM_000001,17,-5.24,-6.77,150.8,21.2,913.7,0.0,0.0,21.2,0.0,0.0,900.0,1107.0,-207.0,-207.0,0.01,0.001
SIM_000001,18,-5.0,-6.16,153.5,33.9,850.0,0.0,0.0,33.9,0.0,0.0,900.0,1071.2,-171.2,-171.2,0.01,0.001
SIM_000001,19,-5.24,-5.76,151.2,55.3,749.4,0.0,0.0,55.3,0.0,0.0,900.0,1011.1,-111.1,-111.1,0.0,0.0
SIM_000001,20,-5.94,-5.61,143.0,83.6,620.8,3.4,40.4,31.8,0.0,0.0,900.0,923.1,-23.1,-23.1,0.0,0.0
SIM_000001,21,-7.05,-5.72,128.4,116.9,474.2,13.6,162.0,4.3,0.0,0.0,900.0,899.5,0.5,0.5,0.0,0.0
SIM_000001,22,-8.5,-6.09,107.7,152.8,319.6,24.6,294.7,0.0,0.0,0.0,900.0,899.5,0.5,0.5,0.0,0.0
SIM_000001,23,-10.19,-6.7,82.5,188.7,167.8,35.5,429.4,0.0,0.0,0.0,900.0,903.9,-3.9,-3.9,0.0,0.0
SIM_000002,0,-28.0,-22.72,282.2,32.7,73.0,38.1,76.2,0.0,0.0,0.0,500.0,502.2,-2.2,-2.2,0.0,0.0
SIM_000002,1,-30.07,-23.14,209.0,35.9,108.0,50.1,100.8,0.0,0.0,0.0,500.0,503.7,-3.7,-3.7,0.0,0.0
SIM_000002,2,-32.0,-23.69,137.3,38.8,147.1,60.0,121.9,0.0,0.0,0.0,500.0,505.1,-5.1,-5.1,0.0,0.0
SIM_000002,3,-33.66,-24.35,72.7,41.2,187.4,67.3,137.6,0.0,0.0,0.0,500.0,506.2,-6.2,-6.2,0.0,0.0
SIM_000002,4,-34.93,-25.06,23.9,43.1,225.6,71.3,146.5,0.0,0.0,0.0,500.0,510.4,-10.4,-10.4,0.0,0.0
SIM_000002,5,-35.73,-25.8,3.1,44.1,258.9,71.7,148.0,0.0,0.0,0.0,500.0,525.8,-25.8,-25.8,0.0,0.0
SIM_000002,6,-36.0,-26.51,0.0,44.3,284.7,68.5,141.5,0.0,0.0,0.0,500.0,539.0,-39.0,-39.0,0.0,0.0
SIM_000002,7,-35.73,-27.16,0.0,43.6,300.8,61.9,127.7,0.0,0.0,0.0,500.0,534.1,-34.1,-34.1,0.0,0.0
SIM_000002,8,-34.93,-27.14,115.5,17.1,357.8,56.3,115.7,0.0,158.9,5654.1,500.0,662.4,-3.4,-3.5,0.0,0.0
SIM_000002,9,-33.66,-26.68,322.5,0.0,427.2,50.4,103.1,0.0,381.3,7138.8,500.0,903.2,-21.9,-21.9,0.0,0.0
SIM_000002,10,-32.0,-26.15,492.9,0.0,470.8,42.3,85.9,0.0,567.3,6252.7,500.0,1091.9,-24.6,-24.6,0.0,0.0
SIM_000002,11,-30.07,-25.63,612.0,0.0,482.8,32.0,64.5,0.0,690.8,4658.8,500.0,1191.4,-0.6,-0.6,0.0,0.0
SIM_000002,12,-28.0,-25.15,688.9,18.6,466.5,20.6,41.1,3.8,738.9,4976.0,500.0,1239.4,-0.5,-0.5,0.0,0.0
SIM_000002,13,-25.93,-24.72,727.0,23.7,425.5,8.8,17.4,5.8,707.1,4766.3,500.0,1208.0,-1.0,-0.9,0.0,0.0
SIM_000002,14,-24.0,-24.39,717.4,22.7,360.3,0.0,0.0,7.2,597.9,4044.4,500.0,1107.7,-9.8,-9.8,0.0,0.0
SIM_000002,15,-22.34,-24.19,661.2,19.9,275.2,0.0,0.0,8.1,422.9,3665.5,500.0,964.4,-41.5,-41.5,0.0,0.0
SIM_000002,16,-21.07,-24.12,568.1,17.1,178.4,0.0,0.0,8.3,204.7,2946.9,500.0,771.9,-67.2,-67.2,0.0,0.0
SIM_000002,17,-20.27,-24.04,475.3,16.3,90.7,0.0,0.0,7.9,8.0,425.7,500.0,590.2,-82.2,-82.2,0.0,0.0
SIM_000002,18,-20.0,-23.48,489.4,19.0,60.1,0.0,0.0,6.8,0.0,0.0,500.0,575.3,-75.3,-75.3,0.0,0.0
SIM_000002,19,-20.27,-22.99,495.5,20.5,37.1,0.0,0.0,5.1,0.0,0.0,500.0,558.3,-58.3,-58.3,0.0,0.0
SIM_000002,20,-21.07,-22.63,485.1,22.0,22.6,0.0,0.0,2.9,0.0,0.0,500.0,532.5,-32.5,-32.5,0.0,0.0
SIM_000002,21,-22.34,-22.41,456.4,23.9,18.8,0.0,0.0,0.3,0.0,0.0,500.0,499.5,0.5,0.5,0.0,0.0
SIM_000002,22,-24.0,-22.34,410.6,26.5,26.6,12.0,23.5,0.0,0.0,0.0,500.0,499.1,0.9,0.9,0.0,0.0
SIM_000002,23,-25.93,-22.45,350.9,29.5,45.3,25.2,49.8,0.0,0.0,0.0,500.0,500.6,-0.6,-0.6,0.0,0.0
SIM_000003,0,-44.0,-38.11,335.6,85.1,346.4,299.7,136.9,0.0,0.0,0.0,1200.0,1203.7,-3.7,-3.7,0.0,0.0
SIM_000003,1,-45.55,-38.54,209.9,89.7,385.4,356.5,164.0,0.0,0.0,0.0,1200.0,1205.4,-5.4,-5.4,0.0,0.0
SIM_000003,2,-47.0,-39.04,83.9,94.1,436.9,404.6,187.3,0.0,0.0,0.0,1200.0,1206.9,-6.9,-6.9,0.0,0.0
SIM_000003,3,-48.24,-39.59,0.6,98.1,497.6,440.0,204.8,0.0,0.0,0.0,1200.0,1241.1,-41.1,-41.1,0.0,0.0
SIM_000003,4,-49.2,-40.14,0.0,101.4,562.7,460.6,215.3,0.0,0.0,0.0,1200.0,1340.0,-140.0,-140.0,0.0,0.0
SIM_000003,5,-49.8,-40.67,0.0,103.7,627.9,464.3,217.6,0.0,0.0,0.0,1200.0,1413.5,-213.5,-213.5,0.01,0.001
SIM_000003,6,-50.0,-41.14,0.0,104.9,688.2,450.6,211.4,0.0,0.0,0.0,1200.0,1455.2,-255.2,-255.2,0.01,0.001
SIM_000003,7,-49.8,-41.52,0.0,104.8,738.8,421.0,197.3,0.0,0.0,0.0,1200.0,1461.8,-261.8,-261.8,0.01,0.001
SIM_000003,8,-49.2,-40.99,20.5,35.8,945.8,417.7,195.2,0.0,404.5,12517.1,1200.0,1615.0,-10.5,-10.5,0.0,0.0
SIM_000003,9,-48.24,-39.99,364.9,0.0,1188.4,419.2,195.1,0.0,911.9,14317.6,1200.0,2167.6,-55.7,-55.7,0.0,0.0
SIM_000003,10,-47.0,-39.1,644.8,0.0,1346.5,401.5,185.8,0.0,1324.4,11764.7,1200.0,2578.7,-54.3,-54.3,0.0,0.0
SIM_000003,11,-45.55,-38.41,837.3,9.7,1411.0,363.0,167.0,0.0,1590.1,8533.3,1200.0,2788.0,2.2,2.1,0.0,0.0
SIM_000003,12,-44.0,-37.89,961.1,65.3,1398.7,310.7,141.9,2.9,1682.6,9017.1,1200.0,2880.6,2.0,2.0,0.0,0.0
SIM_000003,13,-42.45,-37.54,1021.9,81.1,1321.3,249.9,113.4,5.9,1594.1,8553.5,1200.0,2793.5,0.6,0.6,0.0,0.0
SIM_000003,14,-41.0,-37.41,1004.6,80.3,1175.4,182.3,82.2,8.1,1331.9,7178.2,1200.0,2533.0,-1.1,-1.1,0.0,0.0
SIM_000003,15,-39.76,-37.55,910.0,73.1,969.7,112.4,50.4,9.4,922.3,6365.8,1200.0,2125.1,-2.8,-2.8,0.0,0.0
SIM_000003,16,-38.8,-37.91,755.5,64.5,724.7,45.4,20.3,9.8,416.2,4683.2,1200.0,1620.3,-4.1,-4.1,0.0,0.0
SIM_000003,17,-38.2,-38.21,625.2,61.0,509.8,0.0,0.0,9.2,0.0,0.0,1200.0,1205.1,-5.1,-5.1,0.0,0.0
SIM_000003,18,-38.0,-37.9,672.8,67.1,447.4,5.1,2.3,7.5,0.0,0.0,1200.0,1202.2,-2.2,-2.2,0.0,0.0
SIM_000003,19,-38.2,-37.64,688.0,69.7,396.3,28.5,12.7,4.9,0.0,0.0,1200.0,1200.1,-0.1,-0.1,0.0,0.0
SIM_000003,20,-38.8,-37.48,671.2,71.6,356.4,67.3,30.1,1.3,0.0,0.0,1200.0,1197.8,2.2,2.2,0.0,0.0
SIM_000003,21,-39.76,-37.44,623.2,73.9,329.9,118.1,53.0,0.0,0.0,0.0,1200.0,1198.1,1.9,1.9,0.0,0.0
SIM_000003,22,-41.0,-37.53,547.4,77.0,319.4,176.6,79.6,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0
SIM_000003,23,-42.45,-37.75,447.7,80.9,325.7,239.1,108.5,0.0,0.0,0.0,1200.0,1201.9,-1.9,-1.9,0.0,0.0
SIM_000004,0,-34.0,-28.81,182.7,831.6,293.7,52.9,451.5,0.0,0.0,0.0,1800.0,1812.4,-12.4,-12.4,0.0,0.0
SIM_000004,1,-35.94,-29.58,195.6,912.7,85.8,64.8,557.8,0.0,0.0,0.0,1800.0,1816.7,-16.7,-16.7,0.0,0.0
SIM_000004,2,-37.75,-30.46,206.9,1002.7,0.0,74.2,643.9,0.0,0.0,0.0,1800.0,1927.7,-127.7,-127.7,0.01,0.001
SIM_000004,3,-39.3,-31.4,215.8,1096.6,0.0,80.4,702.3,0.0,0.0,0.0,1800.0,2095.1,-295.1,-295.1,0.01,0.0
SIM_000004,4,-40.5,-32.34,221.6,1188.2,0.0,83.1,729.4,0.0,0.0,0.0,1800.0,2222.2,-422.2,-422.2,0.02,0.001
SIM_000004,5,-41.24,-33.21,224.1,1272.7,0.0,81.8,720.0,0.0,0.0,0.0,1800.0,2298.7,-498.7,-498.7,0.02,0.001
SIM_000004,6,-41.5,-34.26,214.9,1257.6,0.0,283.9,650.0,0.0,0.0,0.0,1800.0,2406.5,-606.5,-606.5,0.03,0.001
SIM_000004,7,-41.24,-34.83,212.9,1321.1,0.0,251.5,575.1,0.0,0.0,0.0,1800.0,2360.5,-560.5,-560.5,0.03,0.001
SIM_000004,8,-40.5,-34.05,173.2,1251.6,0.0,253.1,577.0,0.0,342.8,22078.5,1800.0,2255.0,-112.2,-112.2,0.01,0.0
SIM_000004,9,-39.3,-32.35,133.9,1040.5,538.3,272.4,617.8,0.0,744.8,22094.1,1800.0,2602.9,-58.1,-58.1,0.0,0.0
SIM_000004,10,-37.75,-31.04,61.2,1024.4,988.7,263.3,593.2,0.0,1068.7,14455.8,1800.0,2930.7,-62.0,-62.0,0.0,0.0
SIM_000004,11,-35.94,-30.33,0.0,1204.9,1206.6,220.1,492.1,20.4,1273.7,7191.5,1800.0,3144.2,-70.5,-70.5,0.0,0.0
SIM_000004,12,-34.0,-29.89,0.0,1380.0,1318.0,161.2,357.5,193.4,1340.1,7542.5,1800.0,3410.2,-270.0,-270.1,0.01,0.0
SIM_000004,13,-32.06,-29.45,0.0,1420.2,1400.8,102.3,225.1,344.8,1261.1,7125.4,1800.0,3493.1,-431.9,-432.0,0.02,0.001
SIM_000004,14,-30.25,-29.08,0.0,1341.4,1431.2,45.9,100.1,465.7,1044.7,5986.9,1800.0,3384.3,-539.6,-539.6,0.02,0.001
SIM_000004,15,-28.7,-28.8,0.0,1183.7,1406.1,0.0,0.0,547.7,711.8,5554.9,1800.0,3137.4,-625.6,-625.6,0.03,0.001
SIM_000004,16,-27.5,-28.65,10.8,976.3,1319.4,0.0,0.0,587.2,306.4,4170.4,1800.0,2893.7,-787.3,-787.3,0.03,0.001
SIM_000004,17,-26.76,-28.55,59.2,779.3,1198.7,0.0,0.0,578.3,0.0,0.0,1800.0,2615.5,-815.5,-815.5,0.04,0.002
SIM_000004,18,-26.5,-28.21,99.5,703.7,1146.4,0.0,0.0,525.1,0.0,0.0,1800.0,2474.7,-674.7,-674.7,0.03,0.001
SIM_000004,19,-26.76,-27.84,120.4,678.3,1093.0,0.0,0.0,428.1,0.0,0.0,1800.0,2319.8,-519.8,-519.8,0.02,0.001
SIM_000004,20,-27.5,-27.62,131.8,671.8,1000.5,0.0,0.0,296.0,0.0,0.0,1800.0,2100.0,-300.0,-300.0,0.01,0.0
SIM_000004,21,-28.7,-27.6,143.0,683.0,866.1,11.2,93.9,133.5,0.0,0.0,1800.0,1930.7,-130.7,-130.7,0.01,0.001
SIM_000004,22,-30.25,-27.79,155.5,714.3,696.7,25.1,210.7,0.0,0.0,0.0,1800.0,1802.2,-2.2,-2.2,0.0,0.0
SIM_000004,23,-32.06,-28.2,169.0,764.4,501.6,39.3,333.0,0.0,0.0,0.0,1800.0,1807.4,-7.4,-7.4,0.0,0.0
SIM_000005,0,-26.0,-20.48,83.8,191.9,109.2,49.0,167.9,0.0,0.0,0.0,600.0,601.8,-1.8,-1.8,0.0,0.0
SIM_000005,1,-27.81,-21.18,65.3,218.9,57.1,58.8,203.2,0.0,0.0,0.0,600.0,603.4,-3.4,-3.4,0.0,0.0
SIM_000005,2,-29.5,-21.96,47.2,241.0,16.9,66.9,232.7,0.0,0.0,0.0,600.0,604.8,-4.8,-4.8,0.0,0.0
SIM_000005,3,-30.95,-22.76,30.9,256.5,0.0,72.6,254.1,0.0,0.0,0.0,600.0,614.1,-14.1,-14.1,0.0,0.0
SIM_000005,4,-32.06,-23.54,17.6,264.3,0.0,75.5,265.6,0.0,0.0,0.0,600.0,623.0,-23.0,-23.0,0.0,0.0
SIM_000005,5,-32.76,-24.24,8.3,263.9,0.0,75.5,266.2,0.0,0.0,0.0,600.0,614.0,-14.0,-14.0,0.0,0.0
SIM_000005,6,-33.0,-25.67,0.0,234.4,0.0,250.1,229.3,0.0,0.0,0.0,600.0,713.7,-113.7,-113.7,0.0,0.0
SIM_000005,7,-32.76,-26.06,0.0,218.8,0.0,228.9,209.6,0.0,3.2,26.8,600.0,657.2,-54.0,-54.0,0.0,0.0
SIM_000005,8,-32.06,-24.18,43.5,13.2,301.5,268.9,245.5,0.0,269.7,9527.9,600.0,872.6,-3.0,-2.9,0.0,0.0
SIM_000005,9,-30.95,-22.85,86.0,36.2,520.3,276.4,251.3,0.0,568.7,10550.2,600.0,1170.2,-1.5,-1.5,0.0,0.0
SIM_000005,10,-29.5,-21.84,118.4,125.9,667.3,261.4,236.2,0.0,809.2,8389.1,600.0,1409.2,-0.1,0.0,0.0,0.0
SIM_000005,11,-27.81,-20.94,145.4,192.2,775.8,234.7,210.6,2.0,960.2,6265.3,600.0,1560.8,-0.6,-0.6,0.0,0.0
SIM_000005,12,-26.0,-19.95,171.5,171.2,870.9,206.7,184.1,20.4,1007.4,6563.6,600.0,1624.8,-17.5,-17.4,0.0,0.0
SIM_000005,13,-24.19,-19.3,186.2,144.5,897.1,166.9,147.6,36.1,946.2,6175.7,600.0,1578.4,-32.2,-32.2,0.0,0.0
SIM_000005,14,-22.5,-19.05,188.6,113.6,854.7,117.7,103.4,48.2,782.4,5136.6,600.0,1426.1,-43.7,-43.7,0.0,0.0
SIM_000005,15,-21.05,-19.21,178.9,81.0,749.9,62.8,54.9,55.9,532.3,4607.2,600.0,1183.5,-51.2,-51.2,0.0,0.0
SIM_000005,16,-19.94,-19.7,159.5,50.9,599.2,8.2,7.1,50.9,229.4,3289.7,600.0,875.8,-46.4,-46.4,0.0,0.0
SIM_000005,17,-19.24,-20.06,142.2,36.4,469.4,0.0,0.0,36.4,0.0,0.0,600.0,684.4,-84.4,-84.4,0.0,0.0
SIM_000005,18,-19.0,-19.69,142.6,39.7,439.2,0.0,0.0,39.7,0.0,0.0,600.0,661.2,-61.2,-61.2,0.0,0.0
SIM_000005,19,-19.24,-19.37,141.8,53.6,404.6,0.0,0.0,38.4,0.0,0.0,600.0,638.5,-38.5,-38.5,0.0,0.0
SIM_000005,20,-19.94,-19.21,137.3,74.7,356.0,6.4,21.5,22.8,0.0,0.0,600.0,618.8,-18.8,-18.8,0.0,0.0
SIM_000005,21,-21.05,-19.25,128.8,101.0,297.8,15.9,53.6,4.2,0.0,0.0,600.0,601.3,-1.3,-1.3,0.0,0.0
SIM_000005,22,-22.5,-19.48,116.5,130.8,234.1,26.7,90.4,0.0,0.0,0.0,600.0,598.6,1.4,1.4,0.0,0.0
SIM_000005,23,-24.19,-19.9,101.0,161.9,169.7,38.0,129.5,0.0,0.0,0.0,600.0,600.1,-0.1,-0.1,0.0,0.0
SIM_000006,0,-18.0,-14.56,47.7,17.3,0.0,66.2,175.8,0.0,0.0,0.0,200.0,307.0,-107.0,-107.0,0.0,0.0
SIM_000006,1,-20.33,-15.44,27.2,24.6,0.0,94.1,252.2,0.0,0.0,0.0,200.0,398.1,-198.1,-198.1,0.0,0.0
SIM_000006,2,-22.5,-16.41,7.4,34.5,0.0,117.2,316.9,0.0,0.0,0.0,200.0,476.0,-276.0,-276.0,0.0,0.0
SIM_000006,3,-24.36,-17.4,0.0,46.3,0.0,133.9,364.8,0.0,0.0,0.0,200.0,545.1,-345.1,-345.1,0.01,0.002
SIM_000006,4,-25.79,-18.35,0.0,59.5,0.0,143.2,392.3,0.0,0.0,0.0,200.0,594.9,-394.9,-394.9,0.01,0.002
SIM_000006,5,-26.69,-19.19,0.0,73.1,0.0,144.3,396.8,0.0,0.0,0.0,200.0,614.2,-414.2,-414.2,0.01,0.002
SIM_000006,6,-27.0,-19.87,0.0,86.4,0.0,137.2,377.8,0.0,0.0,0.0,200.0,601.4,-401.4,-401.4,0.01,0.002
SIM_000006,7,-26.69,-20.21,0.0,100.9,0.0,124.6,342.6,0.0,30.3,270.3,200.0,568.0,-337.7,-337.7,0.01,0.002
SIM_000006,8,-25.79,-18.94,0.0,116.0,8.8,131.7,360.8,0.0,383.0,15239.5,200.0,617.2,-34.2,-34.2,0.0,0.0
SIM_000006,9,-24.36,-17.13,7.9,106.5,319.0,139.1,379.0,0.0,751.9,15742.8,200.0,951.5,0.5,0.4,0.0,0.0
SIM_000006,10,-22.5,-15.39,40.3,114.0,580.9,136.8,369.9,0.0,1043.8,11753.2,200.0,1241.9,2.0,1.9,0.0,0.0
SIM_000006,11,-20.33,-13.97,66.7,138.8,766.4,122.3,327.8,9.0,1224.3,8942.0,200.0,1431.0,-6.7,-6.7,0.0,0.0
SIM_000006,12,-18.0,-12.95,86.4,159.7,871.6,97.1,257.8,28.4,1276.1,9310.4,200.0,1500.9,-24.8,-24.8,0.0,0.0
SIM_000006,13,-15.67,-12.36,98.3,162.2,898.1,63.6,167.4,45.1,1194.3,8728.8,200.0,1434.8,-40.4,-40.5,0.0,0.0
SIM_000006,14,-13.5,-12.24,101.1,147.0,845.8,24.3,63.5,58.2,986.9,7253.6,200.0,1239.8,-52.9,-52.9,0.0,0.0
SIM_000006,15,-11.64,-12.57,94.7,117.2,721.0,0.0,0.0,66.8,673.7,6906.0,200.0,999.6,-125.9,-125.9,0.0,0.0
SIM_000006,16,-10.21,-13.28,81.1,77.8,542.9,0.0,0.0,70.5,295.5,5371.3,200.0,772.3,-276.8,-276.8,0.0,0.0
SIM_000006,17,-9.31,-13.82,72.4,43.5,388.7,0.0,0.0,43.5,0.0,0.0,200.0,548.1,-348.1,-348.1,0.01,0.002
SIM_000006,18,-9.0,-13.34,86.0,34.1,371.4,0.0,0.0,34.1,0.0,0.0,200.0,525.6,-325.6,-325.6,0.01,0.002
SIM_000006,19,-9.31,-13.0,91.9,25.6,329.8,0.0,0.0,25.6,0.0,0.0,200.0,472.9,-272.9,-272.9,0.0,0.0
SIM_000006,20,-10.21,-12.86,92.3,18.7,266.3,0.0,0.0,18.7,0.0,0.0,200.0,395.9,-195.9,-195.9,0.0,0.0
SIM_000006,21,-11.64,-12.94,87.4,14.0,185.3,0.0,0.0,14.0,0.0,0.0,200.0,300.7,-100.7,-100.7,0.0,0.0
SIM_000006,22,-13.5,-13.26,77.5,12.1,92.5,4.6,11.9,0.0,0.0,0.0,200.0,198.5,1.5,1.5,0.0,0.0
SIM_000006,23,-15.67,-13.81,63.0,13.3,0.0,35.9,94.4,0.0,0.0,0.0,200.0,206.6,-6.6,-6.6,0.0,0.0
SIM_000007,0,-19.0,-13.2,187.5,28.0,171.4,10.2,306.9,0.0,0.0,0.0,700.0,704.1,-4.1,-4.1,0.0,0.0
SIM_000007,1,-21.07,-14.01,214.1,31.8,72.1,12.4,376.3,0.0,0.0,0.0,700.0,706.7,-6.7,-6.7,0.0,0.0
SIM_000007,2,-23.0,-14.93,235.6,35.7,0.0,14.2,433.7,0.0,0.0,0.0,700.0,719.1,-19.1,-19.1,0.0,0.0
SIM_000007,3,-24.66,-15.88,250.6,39.3,0.0,15.4,474.7,0.0,0.0,0.0,700.0,780.1,-80.1,-80.1,0.01,0.001
SIM_000007,4,-25.93,-16.81,258.2,42.6,0.0,16.0,495.9,0.0,0.0,0.0,700.0,812.6,-112.6,-112.6,0.01,0.001
SIM_000007,5,-26.73,-17.64,257.9,45.2,0.0,15.9,495.6,0.0,0.0,0.0,700.0,814.6,-114.6,-114.6,0.01,0.001
SIM_000007,6,-27.0,-18.37,248.7,46.5,0.0,25.7,471.4,0.0,0.0,0.0,700.0,792.3,-92.3,-92.3,0.01,0.001
SIM_000007,7,-26.73,-18.83,230.3,47.6,0.0,23.6,430.7,0.0,3.0,75.2,700.0,732.2,-29.1,-29.2,0.0,0.0
SIM_000007,8,-25.93,-18.71,159.3,44.7,130.1,21.5,392.7,0.0,43.8,1551.4,700.0,748.4,-4.6,-4.6,0.0,0.0
SIM_000007,9,-24.66,-18.29,91.2,33.3,299.3,19.0,344.5,0.0,85.3,2473.9,700.0,787.1,-1.8,-1.8,0.0,0.0
SIM_000007,10,-23.0,-17.71,32.4,23.8,461.4,15.8,284.2,0.0,118.1,3021.2,700.0,817.6,0.5,0.5,0.0,0.0
SIM_000007,11,-21.07,-17.01,0.0,16.8,605.5,12.1,216.3,1.2,138.4,3333.8,700.0,852.0,-13.5,-13.6,0.0,0.0
SIM_000007,12,-19.0,-16.24,0.0,10.5,724.9,8.2,146.0,6.3,144.6,3481.1,700.0,895.9,-51.3,-51.3,0.0,0.0
SIM_000007,13,-16.93,-15.45,0.0,4.6,810.0,4.4,77.4,4.6,135.8,3270.1,700.0,900.9,-65.1,-65.1,0.01,0.001
SIM_000007,14,-15.0,-14.72,0.0,0.7,854.7,0.8,14.8,0.7,113.0,2724.2,700.0,871.8,-58.8,-58.8,0.0,0.0
SIM_000007,15,-13.34,-14.06,0.0,0.0,859.8,0.0,0.0,0.0,78.3,1949.6,700.0,859.8,-81.5,-81.5,0.01,0.001
SIM_000007,16,-12.07,-13.53,0.0,1.8,824.0,0.0,0.0,1.8,35.7,962.7,700.0,827.7,-91.9,-92.0,0.01,0.001
SIM_000007,17,-11.27,-13.1,22.8,6.5,762.1,0.0,0.0,6.5,0.0,0.0,700.0,797.9,-97.9,-97.9,0.01,0.001
SIM_000007,18,-11.0,-12.53,32.7,13.2,726.1,0.0,0.0,13.2,0.0,0.0,700.0,785.2,-85.2,-85.2,0.01,0.001
SIM_000007,19,-11.27,-12.09,47.8,15.8,671.4,0.0,0.0,12.0,0.0,0.0,700.0,747.1,-47.1,-47.1,0.0,0.0
SIM_000007,20,-12.07,-11.85,69.7,17.3,594.6,0.4,11.4,7.9,0.0,0.0,700.0,701.3,-1.3,-1.3,0.0,0.0
SIM_000007,21,-13.34,-11.84,96.6,19.1,499.8,2.6,77.5,3.0,0.0,0.0,700.0,698.7,1.3,1.3,0.0,0.0
SIM_000007,22,-15.0,-12.07,126.7,21.5,392.8,5.1,152.3,0.0,0.0,0.0,700.0,698.3,1.7,1.7,0.0,0.0
SIM_000007,23,-16.93,-12.54,157.7,24.5,280.8,7.7,230.5,0.0,0.0,0.0,700.0,701.2,-1.2,-1.2,0.0,0.0
SIM_000008,0,-37.0,-31.08,110.7,37.8,115.8,20.7,21.2,0.0,0.0,0.0,300.0,306.3,-6.3,-6.3,0.0,0.0
SIM_000008,1,-38.94,-31.79,95.0,44.3,118.5,25.0,25.8,0.0,0.0,0.0,300.0,308.6,-8.6,-8.6,0.0,0.0
SIM_000008,2,-40.75,-32.67,79.8,49.3,123.8,28.3,29.4,0.0,0.0,0.0,300.0,310.6,-10.6,-10.6,0.0,0.0
SIM_000008,3,-42.3,-33.66,66.3,52.3,131.3,30.3,31.6,0.0,0.0,0.0,300.0,311.8,-11.8,-11.8,0.0,0.0
SIM_000008,4,-43.5,-34.69,55.7,53.2,140.2,30.8,32.4,0.0,0.0,0.0,300.0,312.4,-12.4,-12.4,0.0,0.0
SIM_000008,5,-44.24,-35.7,49.0,51.8,149.9,29.9,31.5,0.0,0.0,0.0,300.0,312.1,-12.1,-12.1,0.0,0.0
SIM_000008,6,-44.5,-36.75,41.5,47.4,147.4,46.1,28.6,0.0,0.0,0.0,300.0,311.1,-11.1,-11.1,0.0,0.0
SIM_000008,7,-44.24,-37.47,47.5,42.0,164.0,40.3,25.0,0.0,9.6,133.9,300.0,318.8,-9.1,-9.2,0.0,0.0
