simulation_id,hour,outdoor_temperature_C,indoor_temperature_C,wall_conduction_W,roof_conduction_W,floor_conduction_W,glazing_conduction_W,infiltration_heat_loss_W,sky_longwave_loss_W,glazing_solar_gain_W,envelope_solar_gain_W,internal_gain_W,total_heat_loss_W,net_heat_balance_W,rate_of_stored_energy_change_W,energy_balance_error_W,energy_balance_error_pct
SIM_000814,16,-10.94,-8.73,133.2,104.9,1444.5,41.0,137.1,23.9,269.8,7108.1,1600.0,1884.7,-14.9,-14.9,0.0,0.0
SIM_000814,17,-10.24,-8.89,132.0,94.2,1256.0,25.0,83.5,23.3,0.0,0.0,1600.0,1613.9,-13.9,-13.9,0.0,0.0
SIM_000814,18,-10.0,-8.41,147.9,94.5,1235.6,12.3,98.2,20.2,0.0,0.0,1600.0,1608.6,-8.6,-8.6,0.0,0.0
SIM_000814,19,-10.24,-8.02,155.1,91.4,1188.1,17.1,137.1,14.8,0.0,0.0,1600.0,1603.6,-3.6,-3.6,0.0,0.0
SIM_000814,20,-10.94,-7.75,157.9,87.6,1122.7,24.6,197.5,7.4,0.0,0.0,1600.0,1597.8,2.2,2.2,0.0,0.0
SIM_000814,21,-12.05,-7.63,156.6,83.8,1043.3,34.1,275.0,0.0,0.0,0.0,1600.0,1592.8,7.2,7.2,0.0,0.0
SIM_000814,22,-13.5,-7.67,151.3,80.5,954.5,45.0,364.6,0.0,0.0,0.0,1600.0,1595.9,4.1,4.1,0.0,0.0
SIM_000814,23,-15.19,-7.88,142.5,78.2,862.3,56.4,460.1,0.0,0.0,0.0,1600.0,1599.4,0.6,0.6,0.0,0.0
SIM_000815,0,-34.0,-28.1,390.8,58.8,315.3,77.0,565.3,0.0,0.0,0.0,1400.0,1407.2,-7.2,-7.2,0.0,0.0
SIM_000815,1,-35.81,-28.83,290.0,63.8,290.8,91.1,674.5,0.0,0.0,0.0,1400.0,1410.3,-10.3,-10.3,0.0,0.0
SIM_000815,2,-37.5,-29.64,186.1,68.9,290.4,102.6,764.8,0.0,0.0,0.0,1400.0,1412.8,-12.8,-12.8,0.0,0.0
SIM_000815,3,-38.95,-30.48,86.3,73.8,314.7,110.5,829.0,0.0,0.0,0.0,1400.0,1414.4,-14.4,-14.4,0.0,0.0
SIM_000815,4,-40.06,-31.3,0.0,78.1,362.6,114.4,862.1,0.0,0.0,0.0,1400.0,1417.2,-17.2,-17.2,0.0,0.0
SIM_000815,5,-40.76,-32.03,0.0,81.7,430.7,114.0,861.7,0.0,0.0,0.0,1400.0,1488.1,-88.1,-88.1,0.0,0.0
SIM_000815,6,-41.0,-32.62,0.0,84.2,514.6,109.3,827.5,0.0,0.0,0.0,1400.0,1535.6,-135.6,-135.6,0.0,0.0
SIM_000815,7,-40.76,-33.04,0.0,85.5,608.7,100.7,761.5,0.0,0.0,0.0,1400.0,1556.4,-156.4,-156.4,0.0,0.0
SIM_000815,8,-40.06,-33.15,0.0,77.5,736.5,90.2,680.3,0.0,50.9,2655.0,1400.0,1584.5,-133.6,-133.6,0.0,0.0
SIM_000815,9,-38.95,-33.0,0.0,60.6,866.8,77.7,582.9,0.0,106.2,4433.3,1400.0,1588.0,-81.8,-81.8,0.0,0.0
SIM_000815,10,-37.5,-32.66,0.0,47.4,977.6,63.2,471.2,0.0,150.0,5500.6,1400.0,1559.4,-9.5,-9.4,0.0,0.0
SIM_000815,11,-35.81,-32.16,74.2,38.8,1060.1,47.6,352.5,3.1,177.5,6069.3,1400.0,1576.3,1.2,1.2,0.0,0.0
SIM_000815,12,-34.0,-31.54,168.7,31.5,1110.2,32.1,236.1,9.1,186.3,6368.3,1400.0,1587.7,-1.4,-1.4,0.0,0.0
SIM_000815,13,-32.19,-30.83,266.7,25.4,1125.8,17.8,129.6,14.1,175.6,6003.4,1400.0,1579.3,-3.7,-3.7,0.0,0.0
SIM_000815,14,-30.5,-30.08,361.2,22.3,1105.5,5.4,39.4,17.7,146.2,5001.8,1400.0,1551.6,-5.4,-5.4,0.0,0.0
SIM_000815,15,-29.05,-29.35,445.9,23.1,1051.0,0.0,0.0,19.8,101.1,3615.7,1400.0,1539.8,-38.8,-38.7,0.0,0.0
SIM_000815,16,-27.94,-28.68,515.6,27.9,967.4,0.0,0.0,20.1,45.2,1806.4,1400.0,1531.0,-85.7,-85.8,0.0,0.0
SIM_000815,17,-27.24,-28.08,570.4,35.5,870.5,0.0,0.0,18.7,0.0,0.0,1400.0,1495.1,-95.1,-95.1,0.0,0.0
SIM_000815,18,-27.0,-27.51,615.4,41.9,785.2,0.0,0.0,15.6,0.0,0.0,1400.0,1458.1,-58.1,-58.1,0.0,0.0
SIM_000815,19,-27.24,-27.1,637.1,44.1,694.1,1.8,13.0,11.1,0.0,0.0,1400.0,1401.1,-1.1,-1.1,0.0,0.0
SIM_000815,20,-27.94,-26.88,633.3,45.6,601.1,13.8,99.0,5.4,0.0,0.0,1400.0,1398.2,1.8,1.8,0.0,0.0
SIM_000815,21,-29.05,-26.87,604.0,47.6,511.7,28.4,204.5,0.0,0.0,0.0,1400.0,1396.2,3.8,3.8,0.0,0.0
SIM_000815,22,-30.5,-27.08,550.5,50.5,431.3,44.6,323.0,0.0,0.0,0.0,1400.0,1399.9,0.1,0.1,0.0,0.0
SIM_000815,23,-32.19,-27.5,476.0,54.4,365.2,61.3,446.8,0.0,0.0,0.0,1400.0,1403.7,-3.7,-3.7,0.0,0.0
SIM_000816,0,-25.0,-22.51,23.0,100.1,0.0,31.0,178.1,0.0,0.0,0.0,200.0,332.2,-132.2,-132.2,0.01,0.003
SIM_000816,1,-26.55,-23.04,0.0,105.9,0.0,43.6,252.0,0.0,0.0,0.0,200.0,401.6,-201.6,-201.6,0.01,0.002
SIM_000816,2,-28.0,-23.66,0.0,111.1,0.0,54.0,314.0,0.0,0.0,0.0,200.0,479.1,-279.1,-279.1,0.01,0.002
SIM_000816,3,-29.24,-24.31,0.0,115.3,0.0,61.3,358.5,0.0,0.0,0.0,200.0,535.1,-335.1,-335.1,0.02,0.004
SIM_000816,4,-30.2,-24.96,0.0,118.2,0.0,65.2,382.7,0.0,0.0,0.0,200.0,566.1,-366.1,-366.1,0.02,0.004
SIM_000816,5,-30.8,-25.56,0.0,119.6,0.0,65.2,383.6,0.0,0.0,0.0,200.0,568.4,-368.4,-368.4,0.02,0.004
SIM_000816,6,-31.0,-26.5,0.0,114.1,0.0,215.7,329.8,0.0,0.0,0.0,200.0,659.6,-459.6,-459.6,0.02,0.003
SIM_000816,7,-30.8,-26.89,0.0,114.2,0.0,187.4,286.4,0.0,0.0,0.0,200.0,587.9,-387.9,-387.9,0.02,0.003
SIM_000816,8,-30.2,-26.08,0.0,15.7,81.7,197.1,300.5,0.0,335.5,11795.5,200.0,595.0,-59.5,-59.5,0.0,0.0
SIM_000816,9,-29.24,-24.7,65.0,0.0,427.1,217.3,329.9,0.0,797.4,14823.7,200.0,1039.2,-41.8,-41.8,0.0,0.0
SIM_000816,10,-28.0,-23.47,162.1,0.0,689.5,216.8,327.5,0.0,1183.5,12802.0,200.0,1395.8,-12.3,-12.3,0.0,0.0
SIM_000816,11,-26.55,-22.51,232.4,63.7,856.9,193.6,290.7,3.3,1438.9,9451.4,200.0,1640.6,-1.8,-1.7,0.0,0.0
SIM_000816,12,-25.0,-21.74,288.0,98.9,952.2,156.2,233.1,8.0,1535.4,10068.8,200.0,1736.3,-1.0,-0.9,0.0,0.0
SIM_000816,13,-23.45,-21.2,316.3,100.3,971.4,107.5,159.5,11.9,1464.1,9611.9,200.0,1666.9,-2.8,-2.8,0.0,0.0
SIM_000816,14,-22.0,-21.01,311.8,92.1,901.2,47.4,69.9,15.0,1231.9,8124.1,200.0,1437.5,-5.6,-5.6,0.0,0.0
SIM_000816,15,-20.76,-21.18,276.3,81.0,746.3,0.0,0.0,16.9,862.7,7352.1,200.0,1120.5,-57.9,-57.8,0.0,0.0
SIM_000816,16,-19.8,-21.65,217.5,70.5,529.7,0.0,0.0,17.6,406.5,5743.8,200.0,835.2,-228.7,-228.7,0.01,0.001
SIM_000816,17,-19.2,-22.13,161.0,66.6,319.7,0.0,0.0,17.0,8.8,579.9,200.0,564.3,-355.5,-355.5,0.02,0.004
SIM_000816,18,-19.0,-22.08,149.1,70.2,225.8,0.0,0.0,15.2,0.0,0.0,200.0,460.3,-260.3,-260.3,0.01,0.002
SIM_000816,19,-19.2,-21.81,149.0,74.6,182.9,0.0,0.0,12.3,0.0,0.0,200.0,418.8,-218.8,-218.8,0.01,0.002
SIM_000816,20,-19.8,-21.65,137.9,78.3,129.8,0.0,0.0,8.2,0.0,0.0,200.0,354.3,-154.3,-154.3,0.01,0.003
SIM_000816,21,-20.76,-21.64,118.0,82.7,67.9,0.0,0.0,3.4,0.0,0.0,200.0,272.0,-72.0,-72.0,0.0,0.0
SIM_000816,22,-22.0,-21.78,90.3,88.0,2.4,2.7,15.3,0.0,0.0,0.0,200.0,198.7,1.3,1.3,0.0,0.0
SIM_000816,23,-23.45,-22.08,55.5,94.0,0.0,17.1,97.5,0.0,0.0,0.0,200.0,264.1,-64.1,-64.1,0.0,0.0
SIM_000817,0,-12.0,-8.78,146.3,108.8,0.0,84.7,40.7,0.0,0.0,0.0,300.0,380.5,-80.5,-80.5,0.01,0.003
SIM_000817,1,-13.81,-9.66,158.2,104.3,0.0,109.0,52.8,0.0,0.0,0.0,300.0,424.4,-124.4,-124.4,0.01,0.002
SIM_000817,2,-15.5,-10.67,167.1,104.5,0.0,127.0,62.0,0.0,0.0,0.0,300.0,460.5,-160.5,-160.5,0.01,0.002
SIM_000817,3,-16.95,-11.73,172.2,109.7,0.0,137.1,67.3,0.0,0.0,0.0,300.0,486.3,-186.3,-186.3,0.01,0.002
SIM_000817,4,-18.06,-12.79,173.3,119.9,0.0,138.4,68.2,0.0,0.0,0.0,300.0,499.8,-199.8,-199.8,0.01,0.002
SIM_000817,5,-18.76,-13.78,170.2,134.5,0.0,131.0,64.7,0.0,0.0,0.0,300.0,500.4,-200.4,-200.4,0.01,0.002
SIM_000817,6,-19.0,-14.62,163.2,152.6,0.0,115.1,56.9,0.0,0.0,0.0,300.0,487.9,-187.9,-187.9,0.01,0.002
SIM_000817,7,-18.76,-15.27,152.6,173.3,0.0,91.7,45.3,0.0,0.0,0.0,300.0,463.0,-163.0,-163.0,0.01,0.002
SIM_000817,8,-18.06,-14.22,90.2,289.0,40.3,100.8,49.7,0.0,206.2,7423.0,300.0,570.0,-63.8,-63.8,0.0,0.0
SIM_000817,9,-16.95,-12.53,47.7,331.8,267.4,116.2,57.0,0.0,445.3,8149.9,300.0,820.2,-74.9,-74.9,0.0,0.0
SIM_000817,10,-15.5,-11.01,2.8,370.9,435.0,118.0,57.6,0.0,639.9,6174.3,300.0,984.3,-44.4,-44.4,0.0,0.0
SIM_000817,11,-13.81,-9.91,0.0,432.6,525.5,102.6,49.7,52.3,764.0,4148.8,300.0,1162.7,-98.7,-98.7,0.01,0.001
SIM_000817,12,-12.0,-9.06,0.0,493.5,565.1,77.3,37.2,101.8,805.5,4364.2,300.0,1274.9,-169.4,-169.4,0.01,0.001
SIM_000817,13,-10.19,-8.44,0.0,503.5,561.4,46.1,22.0,143.1,760.5,4130.2,300.0,1276.1,-215.5,-215.6,0.01,0.001
SIM_000817,14,-8.5,-8.09,0.0,461.5,513.9,10.8,5.1,174.0,633.1,3465.6,300.0,1165.2,-232.2,-232.1,0.01,0.001
SIM_000817,15,-7.05,-7.92,0.0,391.4,440.4,0.0,0.0,192.4,436.5,3155.5,300.0,1024.2,-287.7,-287.7,0.02,0.002
SIM_000817,16,-5.94,-8.04,13.0,290.9,333.2,0.0,0.0,197.1,196.4,2371.5,300.0,834.1,-337.8,-337.7,0.02,0.002
SIM_000817,17,-5.24,-8.43,46.9,172.1,199.9,0.0,0.0,172.1,0.0,0.0,300.0,591.0,-291.0,-291.0,0.02,0.003
SIM_000817,18,-5.0,-7.95,67.4,167.1,173.4,0.0,0.0,165.2,0.0,0.0,300.0,573.1,-273.1,-273.1,0.02,0.003
SIM_000817,19,-5.24,-7.54,76.6,162.4,145.0,0.0,0.0,129.2,0.0,0.0,300.0,513.1,-213.1,-213.1,0.01,0.002
SIM_000817,20,-5.94,-7.32,88.0,153.1,109.1,0.0,0.0,81.7,0.0,0.0,300.0,432.0,-132.0,-132.0,0.01,0.002
SIM_000817,21,-7.05,-7.33,101.9,141.1,66.9,0.0,0.0,26.3,0.0,0.0,300.0,336.1,-36.1,-36.1,0.0,0.0
SIM_000817,22,-8.5,-7.58,117.0,128.5,20.4,24.1,11.5,0.0,0.0,0.0,300.0,301.5,-1.5,-1.5,0.0,0.0
SIM_000817,23,-10.19,-8.07,132.2,117.2,0.0,55.7,26.6,0.0,0.0,0.0,300.0,331.7,-31.7,-31.7,0.0,0.0
SIM_000818,0,-28.0,-24.41,72.1,4.1,0.0,46.3,288.4,0.0,0.0,0.0,400.0,410.8,-10.8,-10.8,0.0,0.0
SIM_000818,1,-30.07,-25.04,78.1,0.0,0.0,64.9,407.8,0.0,0.0,0.0,400.0,550.8,-150.8,-150.8,0.01,0.002
SIM_000818,2,-32.0,-25.8,84.3,0.0,0.0,80.0,506.8,0.0,0.0,0.0,400.0,671.1,-271.1,-271.1,0.01,0.001
SIM_000818,3,-33.66,-26.64,90.3,0.0,0.0,90.6,577.7,0.0,0.0,0.0,400.0,758.6,-358.6,-358.6,0.02,0.003
SIM_000818,4,-34.93,-27.51,95.8,0.0,0.0,95.8,614.1,0.0,0.0,0.0,400.0,805.8,-405.8,-405.8,0.02,0.002
SIM_000818,5,-35.73,-28.34,100.5,0.0,0.0,95.3,613.1,0.0,0.0,0.0,400.0,808.9,-408.9,-408.9,0.02,0.002
SIM_000818,6,-36.0,-29.1,104.1,0.0,0.0,89.1,573.8,0.0,0.0,0.0,400.0,767.0,-367.0,-367.0,0.02,0.003
SIM_000818,7,-35.73,-29.72,106.3,17.4,0.0,77.6,499.3,0.0,0.0,0.0,400.0,700.6,-300.6,-300.6,0.02,0.003
SIM_000818,8,-34.93,-29.81,102.2,130.7,0.0,66.1,423.5,0.0,158.7,12285.0,400.0,722.4,-163.7,-163.7,0.01,0.001
SIM_000818,9,-33.66,-29.27,88.1,208.5,78.0,56.7,361.3,0.0,380.8,14188.2,400.0,792.5,-11.8,-11.7,0.0,0.0
SIM_000818,10,-32.0,-28.43,67.8,253.9,329.2,46.1,291.7,0.0,566.5,10735.5,400.0,988.8,-22.3,-22.3,0.0,0.0
SIM_000818,11,-30.07,-27.61,35.4,316.0,527.6,31.7,199.4,59.5,689.8,6063.1,400.0,1169.7,-79.9,-79.9,0.0,0.0
SIM_000818,12,-28.0,-26.95,1.2,402.3,648.1,13.5,84.2,173.6,737.8,6460.1,400.0,1322.9,-185.1,-185.1,0.01,0.001
SIM_000818,13,-25.93,-26.39,0.0,468.1,711.5,0.0,0.0,273.1,706.0,6198.4,400.0,1452.7,-346.7,-346.7,0.02,0.001
SIM_000818,14,-24.0,-25.91,0.0,487.8,726.7,0.0,0.0,351.7,597.0,5292.4,400.0,1566.3,-569.3,-569.3,0.03,0.002
SIM_000818,15,-22.34,-25.52,0.0,459.8,696.9,0.0,0.0,404.7,422.3,4580.6,400.0,1561.4,-739.1,-739.1,0.04,0.003
SIM_000818,16,-21.07,-25.22,0.0,394.1,629.3,0.0,0.0,394.1,204.4,3428.2,400.0,1417.6,-813.2,-813.2,0.04,0.003
SIM_000818,17,-20.27,-24.95,0.0,314.9,543.1,0.0,0.0,314.9,8.0,451.9,400.0,1172.9,-764.9,-764.9,0.04,0.003
SIM_000818,18,-20.0,-24.46,18.4,287.9,500.0,0.0,0.0,287.9,0.0,0.0,400.0,1094.2,-694.2,-694.2,0.03,0.003
SIM_000818,19,-20.27,-24.04,33.2,255.1,444.0,0.0,0.0,255.1,0.0,0.0,400.0,987.3,-587.3,-587.3,0.03,0.003
SIM_000818,20,-21.07,-23.75,46.5,213.8,374.1,0.0,0.0,213.8,0.0,0.0,400.0,848.1,-448.1,-448.1,0.02,0.002
SIM_000818,21,-22.34,-23.62,54.7,164.7,290.9,0.0,0.0,120.9,0.0,0.0,400.0,631.2,-231.2,-231.2,0.01,0.002
SIM_000818,22,-24.0,-23.69,60.7,110.6,196.6,4.1,24.9,2.2,0.0,0.0,400.0,399.0,1.0,1.0,0.0,0.0
SIM_000818,23,-25.93,-23.95,66.3,55.6,95.9,25.5,157.6,0.0,0.0,0.0,400.0,400.9,-0.9,-0.9,0.0,0.0
SIM_000819,0,-44.0,-41.13,6.4,1064.7,0.0,18.9,208.1,0.0,0.0,0.0,1100.0,1298.1,-198.1,-198.1,0.01,0.001
SIM_000819,1,-45.55,-42.28,0.0,1145.7,0.0,21.6,239.0,0.0,0.0,0.0,1100.0,1406.3,-306.3,-306.3,0.01,0.001
SIM_000819,2,-47.0,-43.45,0.0,1200.7,0.0,23.4,261.2,0.0,0.0,0.0,1100.0,1485.3,-385.3,-385.3,0.01,0.001
SIM_000819,3,-48.24,-44.56,0.0,1224.3,0.0,24.3,272.4,0.0,0.0,0.0,1100.0,1521.1,-421.1,-421.1,0.02,0.001
SIM_000819,4,-49.2,-45.53,0.0,1216.3,0.0,24.2,272.2,0.0,0.0,0.0,1100.0,1512.7,-412.7,-412.7,0.02,0.001
SIM_000819,5,-49.8,-46.31,0.0,1175.5,0.0,23.0,259.7,0.0,0.0,0.0,1100.0,1458.1,-358.1,-358.1,0.01,0.001
SIM_000819,6,-50.0,-46.84,0.0,1104.6,0.0,20.9,235.7,0.0,0.0,0.0,1100.0,1361.1,-261.1,-261.1,0.01,0.001
SIM_000819,7,-49.8,-47.08,0.0,1009.5,0.0,17.9,202.4,0.0,0.0,0.0,1100.0,1229.9,-129.9,-129.9,0.0,0.0
SIM_000819,8,-49.2,-41.78,176.1,0.0,1233.7,49.0,551.3,0.0,170.9,19291.0,1100.0,2010.1,-739.2,-739.2,0.03,0.001
SIM_000819,9,-48.24,-41.15,205.8,0.0,1325.2,46.7,523.9,0.0,385.2,20826.0,1100.0,2101.6,-616.4,-616.4,0.02,0.001
SIM_000819,10,-47.0,-42.2,159.2,101.3,1011.3,31.7,353.2,0.0,559.4,15528.2,1100.0,1656.7,2.8,2.7,0.0,0.0
SIM_000819,11,-45.55,-43.2,107.4,773.8,699.9,15.5,171.6,109.1,671.7,9530.2,1100.0,1877.3,-105.6,-105.6,0.0,0.0
SIM_000819,12,-44.0,-42.1,132.4,677.1,844.6,12.5,137.6,236.2,710.8,10062.7,1100.0,2040.4,-229.6,-229.6,0.01,0.0
SIM_000819,13,-42.45,-41.05,149.8,581.5,923.2,9.2,101.1,337.9,673.4,9552.1,1100.0,2102.7,-329.3,-329.3,0.01,0.0
SIM_000819,14,-41.0,-40.12,158.4,490.2,935.5,5.8,63.1,407.1,562.6,8036.4,1100.0,2060.1,-397.4,-397.5,0.01,0.0
SIM_000819,15,-39.76,-39.39,158.0,410.9,882.1,2.4,26.2,410.9,389.6,7506.4,1100.0,1890.6,-401.0,-401.0,0.01,0.001
SIM_000819,16,-38.8,-38.91,147.9,354.9,771.8,0.0,0.0,354.9,175.8,5907.2,1100.0,1629.6,-353.8,-353.8,0.01,0.001
SIM_000819,17,-38.2,-38.65,131.2,369.2,625.7,0.0,0.0,369.2,0.0,0.0,1100.0,1495.3,-395.3,-395.3,0.01,0.001
SIM_000819,18,-38.0,-38.19,130.8,425.6,551.2,0.0,0.0,320.9,0.0,0.0,1100.0,1428.4,-328.4,-328.4,0.01,0.001
SIM_000819,19,-38.2,-38.01,125.4,507.3,447.1,1.3,13.7,216.5,0.0,0.0,1100.0,1311.4,-211.4,-211.4,0.01,0.001
SIM_000819,20,-38.8,-38.12,111.6,610.4,322.4,4.5,48.2,88.4,0.0,0.0,1100.0,1185.4,-85.4,-85.4,0.0,0.0
SIM_000819,21,-39.76,-38.53,89.7,727.1,186.6,8.1,88.0,0.0,0.0,0.0,1100.0,1099.5,0.5,0.5,0.0,0.0
SIM_000819,22,-41.0,-39.19,62.1,847.1,51.3,11.9,129.6,0.0,0.0,0.0,1100.0,1102.1,-2.1,-2.1,0.0,0.0
SIM_000819,23,-42.45,-40.08,31.1,962.8,0.0,15.6,170.8,0.0,0.0,0.0,1100.0,1180.4,-80.4,-80.4,0.0,0.0
SIM_000820,0,-34.0,-32.1,255.8,175.4,0.0,5.9,138.5,0.0,0.0,0.0,300.0,575.6,-275.6,-275.6,0.01,0.002
SIM_000820,1,-35.94,-32.37,140.0,201.4,0.0,11.1,263.0,0.0,0.0,0.0,300.0,615.4,-315.4,-315.4,0.01,0.002
SIM_000820,2,-37.75,-32.7,33.9,224.3,0.0,15.7,375.0,0.0,0.0,0.0,300.0,649.0,-349.0,-349.0,0.01,0.002
SIM_000820,3,-39.3,-33.06,0.0,242.8,0.0,19.4,465.8,0.0,0.0,0.0,300.0,727.9,-427.9,-427.9,0.01,0.001
SIM_000820,4,-40.5,-33.45,0.0,255.6,0.0,21.9,529.4,0.0,0.0,0.0,300.0,806.9,-506.9,-506.9,0.01,0.001
SIM_000820,5,-41.24,-33.82,0.0,261.7,0.0,23.0,558.8,0.0,0.0,0.0,300.0,843.6,-543.6,-543.6,0.01,0.001
SIM_000820,6,-41.5,-34.18,0.0,260.7,0.0,38.7,552.1,0.0,0.0,0.0,300.0,851.5,-551.5,-551.5,0.01,0.001
SIM_000820,7,-41.24,-34.45,0.0,253.2,4.5,35.8,511.1,0.0,0.0,0.0,300.0,804.6,-504.6,-504.6,0.01,0.001
SIM_000820,8,-40.5,-33.68,0.0,0.0,437.1,36.0,512.1,0.0,150.3,20108.4,300.0,985.2,-534.9,-534.9,0.01,0.001
SIM_000820,9,-39.3,-33.39,0.0,0.0,639.4,31.2,441.4,0.0,326.5,21677.2,300.0,1112.0,-485.5,-485.5,0.01,0.001
SIM_000820,10,-37.75,-33.45,0.0,0.0,690.2,22.7,319.2,0.0,468.5,16421.4,300.0,1032.1,-263.6,-263.6,0.01,0.001
SIM_000820,11,-35.94,-33.56,0.0,114.9,691.6,12.6,175.4,7.1,558.4,11023.3,300.0,1001.5,-143.1,-143.1,0.0,0.0
SIM_000820,12,-34.0,-33.38,1.3,122.8,750.7,3.3,45.4,21.1,587.5,11582.1,300.0,944.6,-57.2,-57.1,0.0,0.0
SIM_000820,13,-32.06,-33.15,64.8,99.0,772.4,0.0,0.0,33.6,552.8,10917.7,300.0,969.8,-116.9,-117.0,0.0,0.0
SIM_000820,14,-30.25,-32.95,145.1,75.7,741.0,0.0,0.0,43.7,458.0,9100.3,300.0,1005.5,-247.5,-247.5,0.01,0.001
SIM_000820,15,-28.7,-32.79,204.5,57.4,658.2,0.0,0.0,50.5,312.1,8756.2,300.0,970.7,-358.6,-358.6,0.01,0.001
SIM_000820,16,-27.5,-32.67,242.6,47.4,533.2,0.0,0.0,47.4,134.3,6839.0,300.0,870.6,-436.3,-436.3,0.01,0.001
SIM_000820,17,-26.76,-32.54,281.9,55.3,396.7,0.0,0.0,53.2,0.0,0.0,300.0,787.1,-487.1,-487.1,0.01,0.001
SIM_000820,18,-26.5,-32.27,364.3,57.5,297.8,0.0,0.0,48.9,0.0,0.0,300.0,768.5,-468.5,-468.5,0.01,0.001
SIM_000820,19,-26.76,-32.03,424.5,65.0,193.5,0.0,0.0,41.0,0.0,0.0,300.0,724.0,-424.0,-424.0,0.01,0.001
SIM_000820,20,-27.5,-31.86,452.9,79.0,84.9,0.0,0.0,30.2,0.0,0.0,300.0,647.0,-347.0,-347.0,0.01,0.002
SIM_000820,21,-28.7,-31.76,446.6,98.8,0.0,0.0,0.0,17.0,0.0,0.0,300.0,562.3,-262.3,-262.3,0.01,0.002
SIM_000820,22,-30.25,-31.76,407.3,122.8,0.0,0.0,0.0,2.5,0.0,0.0,300.0,532.6,-232.6,-232.6,0.01,0.002
SIM_000820,23,-32.06,-31.85,337.2,149.3,0.0,0.6,15.0,0.0,0.0,0.0,300.0,502.1,-202.1,-202.1,0.0,0.0
SIM_000821,0,-26.0,-18.79,112.8,61.2,242.0,5.9,179.3,0.0,0.0,0.0,600.0,601.2,-1.2,-1.2,0.0,0.0
SIM_000821,1,-27.81,-19.24,92.3,71.4,217.0,7.1,214.7,0.0,0.0,0.0,600.0,602.5,-2.5,-2.5,0.0,0.0
SIM_000821,2,-29.5,-19.79,71.1,79.9,199.6,8.0,245.0,0.0,0.0,0.0,600.0,603.5,-3.5,-3.5,0.0,0.0
SIM_000821,3,-30.95,-20.4,50.7,86.1,191.0,8.7,267.8,0.0,0.0,0.0,600.0,604.4,-4.4,-4.4,0.0,0.0
SIM_000821,4,-32.06,-21.03,32.6,89.7,192.1,9.1,281.4,0.0,0.0,0.0,600.0,604.9,-4.9,-4.9,0.0,0.0
SIM_000821,5,-32.76,-21.63,17.9,90.5,202.9,9.2,284.8,0.0,0.0,0.0,600.0,605.1,-5.1,-5.1,0.0,0.0
SIM_000821,6,-33.0,-22.19,6.5,88.0,219.1,15.1,276.7,0.0,0.0,0.0,600.0,605.5,-5.5,-5.5,0.0,0.0
SIM_000821,7,-32.76,-22.62,3.1,83.0,247.0,14.2,259.3,0.0,0.4,24.4,600.0,606.6,-6.2,-6.2,0.0,0.0
SIM_000821,8,-32.06,-22.39,33.7,2.7,341.0,13.5,246.8,0.0,36.0,8755.3,600.0,637.8,-1.8,-1.8,0.0,0.0
SIM_000821,9,-30.95,-22.24,41.6,0.0,403.5,12.2,221.1,0.0,76.0,9724.8,600.0,678.3,-2.4,-2.3,0.0,0.0
SIM_000821,10,-29.5,-22.13,46.4,22.3,444.3,10.3,185.9,0.0,108.1,7770.6,600.0,709.2,-1.1,-1.1,0.0,0.0
SIM_000821,11,-27.81,-21.94,56.5,40.0,476.5,8.2,147.1,0.0,128.2,5840.8,600.0,728.3,-0.0,-0.1,0.0,0.0
SIM_000821,12,-26.0,-21.56,76.0,29.6,510.8,6.2,110.4,4.7,134.5,6119.8,600.0,737.7,-3.2,-3.2,0.0,0.0
SIM_000821,13,-24.19,-21.13,93.2,19.8,531.0,4.3,75.5,10.3,126.4,5757.1,600.0,734.1,-7.7,-7.7,0.0,0.0
SIM_000821,14,-22.5,-20.69,107.8,11.8,534.6,2.5,44.4,11.8,104.5,4785.5,600.0,713.0,-8.5,-8.5,0.0,0.0
SIM_000821,15,-21.05,-20.28,119.4,6.3,521.6,1.1,18.9,6.3,71.1,4452.7,600.0,673.5,-2.4,-2.4,0.0,0.0
SIM_000821,16,-19.94,-19.9,127.9,3.7,494.0,0.1,0.9,3.7,30.6,3320.8,600.0,630.3,0.3,0.3,0.0,0.0
SIM_000821,17,-19.24,-19.53,136.4,5.2,461.7,0.0,0.0,5.2,0.0,0.0,600.0,608.4,-8.4,-8.4,0.0,0.0
SIM_000821,18,-19.0,-19.05,149.7,7.1,440.1,0.0,0.0,7.1,0.0,0.0,600.0,604.1,-4.1,-4.1,0.0,0.0
SIM_000821,19,-19.24,-18.65,156.6,11.9,412.8,0.5,14.2,11.9,0.0,0.0,600.0,607.9,-7.9,-7.9,0.0,0.0
SIM_000821,20,-19.94,-18.37,157.3,19.2,380.7,1.3,38.1,7.2,0.0,0.0,600.0,603.9,-3.9,-3.9,0.0,0.0
SIM_000821,21,-21.05,-18.23,152.3,28.6,345.7,2.3,68.7,1.1,0.0,0.0,600.0,598.7,1.3,1.3,0.0,0.0
SIM_000821,22,-22.5,-18.25,142.0,39.2,309.7,3.5,104.2,0.0,0.0,0.0,600.0,598.7,1.3,1.3,0.0,0.0
SIM_000821,23,-24.19,-18.43,127.2,50.5,275.2,4.7,142.3,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0
